id,name,description,category,Immnity,Robustness,Focus,Vitality,Poise,weight
17f69820f0al0i0pnb1d742cf4p6ji,Nox Monk Greaves,"Greaves worn by the monks of the Eternal City. Long ago, the Nox invoked the ire of the Greater Will, and were banished deep underground. Now they live under a false night sky, in eternal anticipation of their liege. Of the coming age of the stars. And their Lord of Night.",Leg Armor,39,26,31,31,4,5.1
17f697ae674l0i0p5eukmqyrfgsn7r,Nox Monk Hood,"Silk hood worn by the monks of the Eternal City. Long ago, the Nox invoked the ire of the Greater Will, and were banished deep underground. Now they live under a false night sky, in eternal anticipation of their liege. Of the coming age of the stars. And their Lord of Night.",Helm,24,15,18,18,1,3
17f695ae069l0i0p6evp28kjw7adz,Nox Monk Hood (altered),Lighter version of the Nox Monk Hood.,Helm,21,12,0,14,0,2.7
17f695e0fe5l0i0nx6r2i5erc2kvf6,Nox Swordstress Armor,"Armor worn by swordstresses of the Eternal City. These women are the personal guards of the nightmaidens, and wear silk capes. Long ago, the Nox invoked the ire of the Greater Will, and were banished deep underground. Now they live under a false night sky, in eternal anticipation of their liege. Of the coming age of the stars. And their Lord of Night.",Chest Armor,60,38,0,55,0,8.3
17f69b9a489l0i0nx39eemxjsgoymp,Nox Swordstress Armor (altered),Lighter version of the Nox Swordstress Armor.,Chest Armor,54,34,0,45,0,7.5
17f69c30df6l0i0p6a19w1ib4p3py,Nox Swordstress Crown,"Crown worn by the swordstresses of the Eternal City. These women are the personal guards of the nightmaidens, and the silk hides their eyes. Long ago, the Nox invoked the ire of the Greater Will, and were banished deep underground. Now they live under a false night sky, in eternal anticipation of their liege. Of the coming age of the stars. And their Lord of Night.",Helm,24,15,22,22,2,3.3
17f699d92a4l0i0p6e4mw7zbfqkeg,Nox Swordstress Crown (altered),Lighter version of the Nox Swordstress Crown.,Helm,21,12,0,16,0,2.7
17f69324615l0i0p6gt2sref4mirp5,Octopus Head,A land octopus whelp worn directly on the head. Has a lingering warmth reminiscent of human skin. Those who can withstand the smell will find its organic elasticity excellent for negating strikes.,Helm,31,14,23,23,2,3.6
17f6975a2a3l0i0ny3ai080wrk3lsp,Official's Attire,"Grubby blue robe worn by magisterial officials to carry out their grim tasks. Surveillance, executions, gruesome rituals... The darkest duties drive the wheels of mankind.",Chest Armor,38,22,0,64,0,4.1
17f69956005l0i0p6bnh0z0hsvuqfv,Okina Mask,A wooden mask that depicts an old man bearing his teeth. The source of the sobriquet of the great swordman of the Land of Reeds. Raises dexterity as it lowers focus.,Helm,29,18,23,22,2,3.6
17f6975464el0i0p68mdggqqz1s99w,Old Aristocrat Cowl,"Cowl made of soft cloth. Travel attire worn by nobles in the capital. Garb favored by the aged. Abandoning their birthplace after the Shattering, these undead wanderers are the pitiful product of unending life.",Helm,18,11,0,16,0,2.2
17f698cac0el0i0nycd3davor9bgxb,Old Aristocrat Gown,"Gown of soft cloth adorned with fine gold embroidery. Travel attire worn by nobles in the capital. Garb favored by the aged. Abandoning their birthplace after the Shattering, these undead wanderers are the pitiful product of unending life.",Chest Armor,42,25,35,38,2,5.1
17f69506269l0i0pnj7c4upe39du29,Old Aristocrat Shoes,Hard-wearing shoes made of leather. Travel attire worn by nobles in the capital. Garb favored by the aged.,Leg Armor,22,15,17,20,1,2
17f69bf199dl0i0pn8qhruxql5jeou,Old Sorcerer Legwraps,Ragged waistcloth that extends to the thighs. Common amongst old-fashioned sorcerers.,Leg Armor,24,13,39,44,1,2.5
17f695563b4l0i0p6mlnshe9rhzh9,Olivinus Glintstone Crown,"One of the glintstone crowns bestowed upon Raya Lucaria scholars whose pursuits were deemed worthy. Increases intelligence to the detriment of HP. The lineage of the Olivinus Conspectus began with the sorcerer Lusat, and its adherents continue his study of meteors.",Helm,16,26,10,10,3,5.1
17f697b2900l0i0ny38uuz0r5pdr9j,Omen Armor,Malformed armor resembling an Omen with its horns cut off.,Chest Armor,67,63,57,76,40,23.1
17f6988983cl0i0of7tbik91hvj0rj,Omen Gauntlets,Malformed Gauntlets resembling an Omen with its horns cut off.,Gauntlets,22,21,19,25,9,7.7
17f696699bal0i0pnhqgtwbmow6dsr,Omen Greaves,Malformed greaves resembling an Omen with its horns cut off.,Leg Armor,41,39,35,47,24,14.3
17f69a7deael0i0p6hpi51dx2py5hl,Omen Helm,Malformed helm resembling an Omen with its horns cut off.,Helm,29,27,24,33,13,9.9
17f694ccf8bl0i0pnb11z5qi5zvmqri,Omenkiller Boots,"Long, stiff leather gloves worn by the Omenkillers.",Leg Armor,41,17,29,29,4,4.4
17f698eeb10l0i0ofo0efh0z69hbud,Omenkiller Long Gloves,"Long,stiff leather gloves worn by the Omenkillers.",Gauntlets,22,9,15,15,1,2.4
17f699bb950l0i0nybper9vajran2f,Omenkiller Robe,"Robe worn by the Omenkillers, butchers of twisted conscience.",Chest Armor,67,28,46,46,6,7.1
17f692dcfb1l0i0p7mw9kqxmqm7c0q,Omensmirk Mask,"Mask with long, hideously twisted horns worn by the Omenkillers. Increases strength. Bears the smirking face of an elder, twisted in wicked delight. This visage is carved in the image of the evil spirits that haunt the Omen in their nightmares.",Helm,29,12,20,20,2,3
17f698ea992l0i0ny4wcf7fv7vla87,Page Garb,Garb worn by pages who serve the nobility and are mindful to keep them out of harm's way.,Chest Armor,42,23,83,83,2,5.1
17f695fc5e9l0i0ny6pluocbc0njii,Page Garb (altered),Lighter version of the Page Garb.,Chest Armor,34,19,0,64,0,4.5
17f69ad87f2l0i0p87y2m1323df3es,Page Hood,Hood worn by pages who serve the nobility and are mindful to keep them out of harm's way. The unassuming sack-like appearance befits their unseen and unknown stature.,Helm,15,8,29,29,0,1.4
17f699914dal0i0pnbd82h1myfw47k,Page Trousers,Trousers worn by pages who serve nobility and are mindful to keep them out of harm's way.,Leg Armor,24,13,44,44,1,2.5
17f69959ba1l0i0ofnm4hp9r73aakd,Perfumer Gloves,Gloves of an Erdtree Capital perfumer.,Gauntlets,20,6,21,22,0,1.4
17f69377609l0i0p7mo5tsrxhk8fdk,Perfumer Hood,Hood of an Erdtree Capital perfumer.,Helm,26,8,27,29,1,1.7
17f6939021el0i0ny8nszn1fqncah,Perfumer Robe,Robe of an Erdtree Capital perfumer.,Chest Armor,63,21,71,76,2,5.1
17f693fdda8l0i0nyb2rbpqu27cr3b,Perfumer Robe (altered),Lighter version of the Perfurmer's Robe.,Chest Armor,57,19,0,69,0,5.1
17f6948eca0l0i0polm87e0y8owv0q,Perfumer Sarong,Sarong of an Erdtree Capital perfumer.,Leg Armor,37,11,39,41,1,2.5
17f69695c0el0i0ny52077yj185y9z,Perfumer's Traveling Garb,Garb of a traveling perfumer of no renown.,Chest Armor,57,23,76,71,2,5.1
17f69a92933l0i0nyaq15mxrckj3us,Perfumer's Traveling Garb (altered),Lighter version of the Perfumer's Traveling Garb.,Chest Armor,52,21,0,64,0,5.1
17f6990f151l0i0p7tsmtssx1tv9td,Preceptor's Big Hat,Large hat with the movements of the stars drawn on the inside of the brim. Worn by the magic preceptors who served the Carian royals.,Helm,26,12,44,42,2,3.6
17f696136efl0i0ogu3uw8ly0921xa,Preceptor's Gloves,Trousers of the magic preceptors who serve the Carian royals. Black and perfectly discreet.,Gauntlets,17,8,28,25,1,2.1
17f69743998l0i0nzb82tu77emq297,Preceptor's Long Gown,"A long, bright blue gown with the movements of the stars drawn upon it. Worn by the magic preceptors who served the Carian royals. Glintstone sorcerers are the descendants of astrologers, a fact that the Carians remain aware of. Even if their fate has been long severed from the stars.",Chest Armor,50,24,83,76,3,6.3
17f69933589l0i0nzb22p0udrb1exk,Preceptor's Long Gown (altered),Lighter version of the Preceptor's Long Gown.,Chest Armor,38,16,0,57,0,3.2
17f695fa838l0i0pomm6s2dvz1m2gv,Preceptor's Trousers,Trousers of the magic preceptors who serve the Carian royals. Black and perfectly discreet.,Leg Armor,31,15,51,47,2,3.9
17f699daa0dl0i0nzeebj645zpvd7,Prisoner Clothing,"Tattered clothing. Worn by a prisoner convicted of an appalling crime. Never once washed, every fiber is filthy.",Chest Armor,42,23,63,63,1,3.2
17f69ba4560l0i0p804lmd51e27ehs,Prisoner Iron Mask,"Iron mask forced on a prisoner convicted of an appalling crime. Thick, heavy, and utterly stifling. A foul creation designed to torment the wearer, either slowly fermenting hatred within their heart, or a spiritual fervor that is near indistinguishable from it.",Helm,29,44,35,20,11,8.6
17f69734256l0i0pop4lrxhhalyism,Prisoner Trousers,"Tattered trousers. Worn by a prisoner convicted of an appalling crime. Never once washed, every fiber is filthy. The smell is beyond belief.",Leg Armor,26,14,39,39,1,2
17f697a0522l0i0p88qkwigrnfp6v,Prophet Blindfold,"Blindfold of exiled prophets who foretold misfortune — and were persecuted and driven from their homes as a result. Why hesitate, if the path leading to the future is clear? Just close your eyes, and walk.",Helm,14,5,27,27,0,1
17f6974c239l0i0nzd27sxin7m9wgs,Prophet Robe,"Robe of exiled prophets who foresaw that their faith would end in flames — and were persecuted and driven from their homes as a result. Its fabric scrapes against their skin like a file, and the rickety cart wheel around the neck warns passers-by not to lend an ear to their meandering sermons.",Chest Armor,42,25,76,83,2,5.1
17f695cfeb8l0i0nzbulagrw7trvz,Prophet Robe (altered),Lighter version of the Prophet Robe.,Chest Armor,38,22,0,75,0,5.1
17f6955fad0l0i0pomtthajgj5djj9,Prophet Trousers,"Trousers of the exiled prophets who foresaw that their faith would end in flames — and were persecuted and driven from their homes as a result. Its fabric scrapes against their skin like a file, and the rickety cart wheel around the neck warns passers-by not to lend an ear to their meandering sermons.",Leg Armor,26,14,47,51,1,3.1
17f693478b3l0i0p8awadxwww5fst8,Pumpkin Helm,"An oval helmet large enough to cover any head. Very heavy and very hard. Reduces damage from headshots and impacts. The inside of the helm is pitch black, keeping the crazed warrior within from panicking. Perhaps its rather roomy interior also helps alleviate feelings of pressure and claustrophobia.",Helm,27,42,44,18,9,12.3
17f6965e1c4l0i0oh5u13b51hwsrb6i,Queen's Bracelets,"Bracelets indicating the highest order of sorcerer. Worn by Rennala, Queen of the Full Moon. When Rennala, head of both the Academy of Raya Lucaria and the Carian royal family, lost her husband Radagon, her heart went along with him. And then, those at the academy realized. That Rennala was no champion, after all.",Gauntlets,14,8,24,28,0,1.7
17f6981d596l0i0p84hfsao6ec1p8,Queen's Crescent Crown,"A tall crown depicting the moon. Worn by Rennala, Queen of the Full Moon. Increases intelligence. When Rennala, head of both the Academy of Raya Lucaria and the Carian royal family, lost her husband Radagon, her heart went along with him. And then, those at the academy realized. That Rennala was no champion, after all.",Helm,18,11,31,35,1,2.2
17f69467bb4l0i0pon23cmftuh3stj,Queen's Leggings,"Leggings indicating the highest order of sorcerer. Worn by Rennala, Queen of the Full Moon. When Rennala, head of both the Academy of Raya Lucaria and the Carian royal family, lost her husband Radagon, her heart went along with him. And then, those at the academy realized. That Rennala was no champion, after all.",Leg Armor,22,14,37,41,1,2
17f693d4f51l0i0nzc7cb687wnz5x,Queen's Robe,"Robe indicating the highest order of sorcerer. Worn by Rennala, Queen of the Full Moon. When Rennala, head of both the Academy of Raya Lucaria and the Carian royal family, lost her husband Radagon, her heart went along with him. And then, those at the academy realized. That Rennala was no champion, after all.",Chest Armor,42,24,71,81,2,5.1
17f69b773e3l0i0ogypin7yhii9kfj,Radahn Soldier Gauntlets,Gauntlets worn by soldiers who fought by General Radahn's side. Rust-worn and stained through unending conflict.,Gauntlets,11,17,8,8,4,3.5
17f694275f3l0i0poxfwbsjqcjmsq,Radahn Soldier Greaves,Greaves worn by soldiers who fought by General Radahn's side. Rust-worn and stained through unending conflict.,Leg Armor,20,31,14,15,10,6.6
17f698aba13l0i0p87xbw6nlaxenn9,Radahn Soldier Helm,Helm worn by soldiers who fought by General Radahn's side. Its visor is fashioned after a lion's fangs.,Helm,12,20,9,10,5,4
17f6965bc45l0i0ogypt00zh5h9xs,Radahn's Gauntlets,Gauntlets depicting the golden lion. Worn by General Radahn.,Gauntlets,20,33,14,13,6,5.8
17f697c5049l0i0pox3ll9j2a4c9j,Radahn's Greaves,Greaves depicting the golden lion. Worn by General Radahn.,Leg Armor,37,61,26,24,17,10.8
17f694feb21l0i0nzh8acjkpkeiky,Radahn's Lion Armor,Armor depicting the golden lion. Worn by General Radahn.,Chest Armor,60,99,42,38,28,17.5
17f69a93d8al0i0nzfk2b270dz2hy3,Radahn's Lion Armor (altered),Lighter version of the Radahn's Lion Armor.,Chest Armor,52,82,0,32,0,16.4
17f69b7510dl0i0p8bfux9j8o05xg8,Radahn's Redmane Helm,"Helm of the golden lion, with flowing red hair. Worn by General Radahn.",Helm,26,42,18,16,9,7.5
17f6999d504l0i0p9jkcrfb79ctv7h,Radiant Gold Mask,"A mask designed to resemble a blazing golden halo. Created and left behind by Lord Goldmask, a staunch pursuer of Golden Order fundamentalism. Strenthens Golden Order incantations. Its striking design represents both the brilliant inspiration that once shone upon him, and the vision of a ring that he will surely find at the end of his pursuit. ""To you who seek to shine as I do, wear it well!""",Helm,22,9,33,33,1,2.2
17f696cf5a8l0i0nzf8wq8jdphrd1n,Ragged Armor,Armor pieced together from scavenged metal.,Chest Armor,63,42,0,55,0,9.2
17f69305b9cl0i0nzfe5sbcydcuoq,Ragged Armor (altered),Lighter version of the Ragged Armor.,Chest Armor,57,38,0,50,0,8.3
17f6935b153l0i0ogyoj212pfkjsqo,Ragged Gloves,Gauntlets pieced together from scavenged metal.,Gauntlets,21,14,0,18,0,2.9
17f69b3596el0i0p9nbylvjd00fim,Ragged Hat,Helm pieced together from scavenged metal.,Helm,26,16,0,22,0,3.3
17f697a6871l0i0p9i0hdjvwr1ebxh,Ragged Hat (altered),Lighter version of the Ragged Hat.,Helm,23,14,0,20,0,3.3
17f696a85bal0i0poje1hl0kjcvy48,Ragged Loincloth,Greaves pieced together from scavenged metal.,Leg Armor,34,20,0,26,0,3.1
17f69394e18l0i0o0j6thxia007h2q,Raging Wolf Armor,"Armor worn by Vargram the Raging Wolf, one of the first Tarnished to visit the Roundtable Hold. According to the old legends, wolves are the shadows of the Empyrean. Vargram aspired to such a state himself.",Chest Armor,32,57,18,18,15,10.6
17f693ea468l0i0o0hcm10o39gutsk,Raging Wolf Armor (altered),"Armor worn by Vargram the Raging Wolf, one of the first Tarnished to visit the Roundtable Hold.",Chest Armor,25,50,0,10,0,9
17f694e6f19l0i0o0r406cvwvhvfuvs,Raptor's Black Feathers,Robe crafted with the black feathers of a bird of prey. Worn by the assassin Ravenmount.,Chest Armor,57,35,60,60,5,7.7
17f6961d885l0i0ogv0ohqr5fp3eh,Raya Lucarian Gauntlets,Gauntlets worn by Raya Lucaria Academy soldiers. Rust-worn and stained through unending conflict.,Gauntlets,11,18,8,8,4,3.5
17f695916ael0i0poomo5zw8rgcb,Raya Lucarian Greaves,Greaves worn by Raya Lucaria Academy soldiers. Rust-worn and stained through unending conflict.,Leg Armor,20,34,14,14,10,6.6
17f69c1bdafl0i0p9ocg2s870qbrq,Raya Lucarian Helm,Helm worn by Raya Lucaria Academy soldiers. Its brow adorned with a single cuckoo's feather.,Helm,12,22,9,9,5,4
17f69b6fd53l0i0o0j5nmqgl7z5cq,Raya Lucarian Robe,"Robe worn by Raya Lucaria's magic scholars. Those who dedicate themselves to the study of glintstones formed from starry amber receive this modest yet elegant deep blue garb along with their vows of virtue and austerity. But with extended life, one is apt to forget old vows.",Chest Armor,42,18,67,63,1,4.1
17f69873819l0i0o0r1uvfhzbc5x0q,Redmane Knight Armor,Armor worn by knights who fought by General Radahn's side.,Chest Armor,35,55,24,25,19,11.8
17f697ebe2bl0i0o0lle3u1i1nh548,Redmane Knight Armor (altered),"Lighter version of the Redmane Knight Armor. The armor is not as sturdy as the original, but it still provides a decent amount of protection.",Chest Armor,32,50,0,22,0,10.8
17f69bee0bel0i0pos47sjb9zulkdo,Redmane Knight Greaves,Black iron greaves worn by knights who fought by General Radahn's side. Time has yet to dull their luster.,Leg Armor,22,34,15,15,11,7.3
17f693ced0bl0i0oh402gmm7bjbdty,Redmane Knight Helm,,Gauntlets,12,18,8,8,4,3.9
17f6979b4acl0i0p9who5ky2mnwc4q,Redmane Knight Helm,Helm worn by knights who fought by General Radahn's side.,Helm,15,23,10,11,6,5.1
17f6969fdbdl0i0o0kiv7eeo5ioetg,Redmane Surcoat,Armor worn by soldiers who fought by General Radahn's side.,Chest Armor,32,50,23,24,16,10.6
17f6951007bl0i0o0kr79ygfqp4bfd,Ronin's Armor,Armor of the man who calls himself Shabriri. Highly functional and heavily worn.,Chest Armor,66,48,52,57,6,8.5
17f6933d170l0i0o0qj066wsiqj3utq,Ronin's Armor (altered),"Lighter version of the Ronin's Armor. The armor is not as sturdy as the original, but it still provides a decent amount of protection.",Chest Armor,54,38,0,45,0,7.6
17f6951b093l0i0oh3ytmwlknn9uvf,Ronin's Gauntlets,Gauntlets of the man who calls himself Shabriri. Highly functional and heavily worn.,Gauntlets,25,19,20,21,2,3.1
17f69926916l0i0ppuay8pv5dyeuhm,Ronin's Greaves,Greaves of the man who calls himself Shabriri. Highly functional and heavily worn.,Leg Armor,46,35,36,38,5,5.7
17f694aee12l0i0pq3r741go0agkve,Rotten Duelist Greaves,"Greaves wrapped with bronze snakes, eaten through by scarlet rot. Worn by gladiators who were driven from the colosseum. The wearer becomes a slightly easier target for foes.",Leg Armor,35,35,15,15,10,7.3
17f698a2880l0i0p9pglobpdndw7xd,Rotten Duelist Helm,"Bronze helm decorated with innumerable snakes, eaten through by scarlet rot. Worn by gladiators who were driven from the colosseum. The wearer becomes a slightly easier target for foes.",Helm,31,31,14,14,8,6.4
17f69b33f87l0i0o0laxlmu9r8hc2l,Rotten Gravekeeper Cloak,"Thick, bristly cloak eaten through by scarlet rot. The symbol of an underground gravekeeper's station.",Chest Armor,76,32,43,42,2,6.3
17f6960d468l0i0o1vvspbdd3574m,Rotten Gravekeeper Cloak (altered),Lighter version of the Rotten Gravekeeper Cloak.,Chest Armor,64,25,0,34,0,5.1
17f696062dbl0i0o1vjw0pszkp8o3,Royal Knight Armor,"Silver armor of Loretta, a knight who served Miquella's Haligtree. Loretta, once a royal Carian knight, went on a journey in search of a haven for Albinaurics, and determined that the Haligtree was their best chance for eventual salvation.",Chest Armor,50,67,0,35,0,15.5
17f6985d49bl0i0o1vs0ag273l395x,Royal Knight Armor (altered),"Lighter version of the Royal Knight Armor. The armor is not as sturdy as the original, but it still provides a decent amount of protection.",Chest Armor,45,61,0,32,0,15
17f69c1e97bl0i0oh39wplhaw02cqa,Royal Knight Gauntlets,"Silver gauntlets of Loretta, a knight who served Miquella's Haligtree. Loretta, once a royal Carian knight, went on a journey in search of a haven for Albinaurics, and determined that the Haligtree was their best chance for eventual salvation.",Gauntlets,17,22,0,12,0,5.2
17f6953773bl0i0pptul3bp3wpgwpm,Royal Knight Greaves,"Silver greaves of Loretta, a knight who served Miquella's Haligtree. Loretta, once a royal Carian knight, went on a journey in search of a haven for Albinaurics, and determined that the Haligtree was their best chance for eventual salvation.",Leg Armor,31,41,0,22,0,9.6
17f695760cfl0i0p9urv4lp8v5mwz,Royal Knight Helm,"Silver helm of Loretta, a Knight who served Miquella's Haligtree.",Helm,22,29,0,15,0,6.6
17f6940ca21l0i0o1wc4m99v7p5igd,Royal Remains Armor,Armory graces with gold human bones. Worn by the unspeaking adherent of Sir Gideon the All-Knowing.,Chest Armor,35,57,24,11,15,10.6
17f69444171l0i0oh899jhls75u4of,Royal Remains Gauntlets,Gauntlets graces with gold human bones. Worn by the unspeaking adherent of Sir Gideon the All-Knowing.,Gauntlets,12,19,8,4,3,3.5
17f6968ce06l0i0ppwtihb11ddohl,Royal Remains Greaves,Greaves graced with gold human bones. Worn by the unspeaking adherent of Sir Gideon the All-Knowing.,Leg Armor,22,35,15,7,9,6.6
17f695ad3ecl0i0p9tie3fytybrt8b,Royal Remains Helm,Helm graced with gold human bones. Worn by the unspeaking adherent of Sir Gideon the All-Knowing.,Helm,15,24,10,5,5,4.6
17f697f4960l0i0pa031j1doru2pae,Ruler's Mask,"Mask in the image of a wizened sage. Customary dress among lords in a smaller nation. Increases faith. Such a mask illustrates the qualities of an ideal lord: chiefly, wise and possessing a certain defanged geniality. One at the center of society often finds these qualities most expedient.",Helm,20,10,33,33,1,2.2
17f6942f55el0i0o1xhk30z9st70s,Ruler's Robe,Luxurious robe worn by lords in a smaller nation. Its fine blue mantle serves to prove its wearer's status.,Chest Armor,42,23,67,67,2,4.1
17f699ab645l0i0p9z4wypaxvz4tl,Sacred Crown Helm,"Flanged iron cap adorned with a crown of unalloyed gold. Increases faith. Worn by foot soldiers sworn to the Haligtree. Who is it that Miquella shall bless, if not the low and the meek?",Helm,27,18,0,24,0,3.6
17f693f6476l0i0pbix8kfz66j4wt,Sage Hood,A burgundy pointed hood. Attire of the wise sages who were deemed heretical. Evidence that the wearer was driven from town.,Helm,16,10,31,33,1,2.2
17f69489f83l0i0o1za354buhm1f4b,Sage Robe,Thick burgundy robe. Attire of the wise sages who were deemed heretical. Evidence that the wearer was driven from town.,Chest Armor,38,23,71,76,2,5.1
17f69338194l0i0ppyr6tos8ohwj6f,Sage Trousers,Thick burgundy trousers. Attire of the wise sages who were deemed heretical. Evidence that the wearer was driven from town.,Leg Armor,22,13,39,41,1,2.5
17f69a73ec9l0i0pbifaqsp4er5n4s,Sanguine Noble Hood,"Hood of dyed black cloth featuring gold embroidery. Worn by the nobles who serve the Lord of Blood. Known to strike from pools of blood, these assassins are missionaries come to share the gospel of accursed blood.",Helm,18,5,29,27,0,1.4
17f693d4b0el0i0o1wz4i3tbj2s79y,Sanguine Noble Robe,Robe of dyed black cloth featuring gold embroidery. Worn by the nobles who serve the Lord of Blood. The grand metallic pattern on the shoulder is a signifier of the noble rank they intend to claim upon the advent of the new dynasty they are working to install.,Chest Armor,50,21,83,76,2,5.1
17f698de927l0i0o1zhdlr6n70nh1,Scale Armor,"Armor reinforced with small metal scales. The cape covering the shoulders is made with treated rock lizard skin, and provides ample protection against fire.",Chest Armor,25,46,11,21,14,8.8
17f694b4a42l0i0o1wscyguflco4ib,Scaled Armor,"Armor worn by Old Knight Istvan. The corroded metal is reinforced with rock-hard scales, making it high effective against non-physical attacks.",Chest Armor,57,83,37,38,27,16
17f694a40a4l0i0o1yzkmzkj7qtz1g,Scaled Armor (altered),Lighter version of the Scaled Armor,Chest Armor,45,64,0,29,0,15
17f69394600l0i0oiyz8qmiiuhz2ra,Scaled Gauntlets,"Gauntlets worn by Old Knight Istvan. The corroded metal is reinforced with rock-hard scales, making it high effective against non-physical attacks. Istvan is one of a few wizened Tarnished who survived to this day.",Gauntlets,19,28,13,13,6,5.3
17f696addc9l0i0pq2z3pa3ns5r3n8,Scaled Greaves,"Gauntlets worn by Old Knight Istvan. The corroded metal is reinforced with rock-hard scales, making it high effective against non-physical attacks. Istvan is one of a few wizened Tarnished who survived to this day.",Leg Armor,35,51,24,24,16,9.9
17f69b3bb2bl0i0pbejz4fvryrl9w,Scaled Helm,"Helm worn by Old Knight Istvan. The corroded metal is reinforced with rock-hard scales, making it highly effective against non-physical attacks.",Helm,24,35,16,16,9,6.8
17f69a60e34l0i0o328szegomnr0h8,Scarlet Tabard,Padded cloth armor with the telltale stains of the scarlet rot. Worn by foot soldiers in General Radahn's army,Chest Armor,63,42,0,55,0,8.3
17f69a6da4dl0i0o329ec8lxaexetl,Shaman Furs,Raiment fashioned from a bristly pelt. Worn by ancestral follower shamans.,Chest Armor,63,42,55,35,2,5.1
17f69335b9cl0i0pq12v7srw2r2bo,Shaman Leggings,Leggings fashioned from bristly pelts. Worn by ancestral follower shamans.,Leg Armor,39,26,34,22,1,3.1
17f698a3a2al0i0pbibwef45mrw4a8,Shining Horned Headband,Headband decorated by a pair of shining horns. Worn by ancestral follower shamans.,Helm,33,23,27,20,2,3.3
17f6955a164l0i0pbrirpnedg2w1ld,Silver Tear Mask,"Mask fashioned from the corpse of a formless Silver Tear, supported by its hardened, shed husk. Greatly increases arcane to the detriment of physical attack power. To imitate the imitator is a cunning play indeed.",Helm,26,20,44,44,3,4.6
17f6959d0a8l0i0pbk3c7c2xgt23gn,Skeletal Mask,Skeletal mask that tightly grips the face. Worn by the assassin's of Ravensmount.,Helm,23,14,24,24,1,3
17f69397b4el0i0pbkuysa96kby3nk,Snow Witch Hat,"Witch's pointed hat, frigid and frozen through. Of a style associated with practitioners of heretical sorcery. Strengthens cold sorcery. Once worn by the snowy crone who the young Ranni encountered deep in the woods. She was a witch, and well versed in cold sorceries. It is said that the doll that houses Ranni's soul was modeled after her. That old witch was Ranni's secret mentor.",Helm,16,14,31,31,1,2.2
17f69a52118l0i0o3387jplhquxn3,Snow Witch Robe,"Witch's robe in the color of snow. Once worn by the snowy crone who the young Ranni encountered deep in the woods. She was a witch, and well versed in cold sorceries. It is said that the doll that houses Ranni's soul was modeled after her. That old witch was Ranni's secret mentor.",Chest Armor,38,32,71,71,2,5.1
17f693c2697l0i0o327i079jp778zm,Snow Witch Robe (altered),Lighter version of the Snow Witch Robe,Chest Armor,32,25,0,57,0,4.6
17f698e65e9l0i0pq2pl5205ajnfq8,Snow Witch Skirt,"Witch's skirt in the color of snow. Once worn by the snowy crone who the young Ranni encountered deep in the woods. She was a witch, and well versed in cold sorceries. It is said that the doll that houses Ranni's soul was modeled after her. That old witch was Ranni's secret mentor.",Leg Armor,24,20,44,44,1,3.1
17f6937579el0i0pq4dn4l0mcnf8of,Sorcerer Leggings,Leggings worn by Raya Lucaria's magic scholars. Made by wrapping a simple cloth around the legs.,Leg Armor,15,25,25,19,0,2
17f69b2e1f0l0i0oivw4at5v3v4x2z,Sorcerer Manchettes,Manchettes worn by Raya Lucaria's magic scholars. Made by wrapping a simple cloth around the forearms.,Gauntlets,22,16,42,17,0,1
17f69498b16l0i0oj35pl67ifnlj9a,Spellblade's Gloves,"Glintstone sorcerer Rogier's traveling attire, graced with an intricate, aristocratic decoration. Strengthens glintstone sorcery skills.",Gauntlet,11,6,19,20,0,1.2
17f69351e86l0i0pbni6j7eg9mlcea,Spellblade's Pointed Hat,"Glintstone sorcerer Rogier's traveling attire, graced with an intricate, aristocratic decoration. Strengthens glintstone sorcery skills.",Helm,15,8,25,27,0,1.5
17f6983e15bl0i0o3ag7let01tccgy,Spellblade's Traveling Attire,"Glintstone sorcerer Rogier's traveling attire, graced with an intricate, aristocratic decoration. Strengthens glintstone sorcery skills.",Chest Armor,35,17,59,63,1,3.3
17f696fb35dl0i0o379hohibhldyx,Spellblade's Traveling Attire (altered),Lighter version of the Spellblade's Traveling Attire,Chest Armor,32,10,0,57,0,2.5
17f695f474el0i0pq4ahf7oqqv96qc,Spellblade's Trousers,"Glintstone sorcerer Rogier's traveling attire, graced with an intricate, aristocratic decoration. Strengthens glintstone sorcery skills.",Leg Armor,25,13,38,41,1,2.6
17f6994f78al0i0pr6h1pvaerk641i,Traveler's Boots,Light yet sturdy leather boots.,Leg Armor,24,15,47,47,1,3.1
17f694fbb92l0i0o38965r7ukl93sv,Traveler's Clothes,Light yet sturdy clothes.,Chest Armor,35,24,67,67,2,4.1
17f699b7af3l0i0oipdsndvnog1dpo,Traveler's Gloves,Gloves of a traveling perfumer of no renown.,Gauntlets,18,7,22,21,0,1.4
17f694f0b12l0i0pbxqhdacii1drzh,Traveler's Hat,Hat of a traveling perfumer of no renown.,Helm,23,9,29,27,1,1.7
17f6973b069l0i0oivkiyy71sjzt3f,Traveler's Manchettes,Light yet sturdy leather manchettes.,Gauntlets,13,8,25,25,1,1.7
17f69542e8fl0i0pr2zy2b4ue7gwb,Traveler's Slops,Slops of a traveling perfumer of no renown.,Leg Armor,34,13,41,39,1,2.5
17f69bca269l0i0pr7lry4j301atl,Traveling Maiden Boots,Boots worn by traveling maidens.,Leg Armor,29,15,47,51,1,3.1
